author	comment	vote
skr一下	无意间在哔站看到这部电影的预告片剪辑，看了之后就觉得非常吸引我，等了这么久电影终于上映了所以赶在第一时间去看了，总体来说就是不负期待，不管是剧情还是演员的演绎我都十分喜欢。周冬雨的演技真的是神了，我看她哭我的心也跟着碎了，四字弟弟虽然是新人又跟影后搭戏，但表现的非常不错，眼神台词，细节处理的都很好。我觉得最值得夸的是电影配乐，能够把人瞬间带入到剧情里，同时也很喜欢导演对小人物/配角的人物刻画。希望每个人在绝望的时候都不要丧失希望，有时候你觉得自己孤立无援，其实有很多人都站在你身边。	77
whyme	嫌疑人小北的献身	9
绵羊星	“那说好了你保护世界，我保护你”太好哭了周冬雨的陈念和易烊千玺的小北组合在一起丝毫没有违和感好吗完全看不出年龄差！周冬雨太适合陈念这个角色了，还是那么出色，小北这个角色千玺诠释的太好了，他善良,勇敢,叛逆，见过肮脏想要相信世界却又不敢，这种内心的挣扎他演出来了！我喜欢他的眼神戏！易烊千玺这个演员，他太能给我惊喜了！当然电影内容本身大过演员，电影立意挺好的，最重要的是，看完电影，能够让我们注意到，甚至是重视电影所反映出来的一些社会现实问题，这点还是挺好的。当然，还是要相信世界，它总归是美好的。保持我们最初的心，善良的看待世界，善意待人。最后夸一下这个电影的团队，真的太厉害了，希望所付出的每一份努力都能有所回报。少年的你，冲啊！！！	68
Hnnnnnn21	除了四字弟弟还有啥呢	4
Z❤9979	看完首映的我，接下来还想再刷几次。不是每一个陈念都能遇到一个默默保护她爱着她的小北，即使生活在底层，但他也有想要保护的人，有着渺小的希望，有着想要改变自己和喜欢的女孩命运的目标。四字弟弟跟小黄鸭对视的那场戏真的让我起鸡皮疙瘩，直接把人带入他们的世界，演技真实很棒。剧情清晰人物性格不脱轨剧组的所有场景真的有心了。感谢朋友带我看，本来还怕会跟学生时代时看的小说有出入，结果被男女主演技圈粉，小黄鸭熟练的演技，饰演高中生陈念也毫不违和，更让我意外的是四字弟弟的演技，落泪对视无声的眼神回应警察时的问话，每一幕都被演活了，或许他就是小北，小北就是四字弟弟…	58
余烬	真他么一般，为什么那么多人吹爆，害得我带的餐巾纸都没用，去你妈的感人，ヽ(￣д￣;)ノ还抄袭	19
sunnyqing	必须打5分！哭完大半场！心疼两个小朋友，但是再难再苦的生活，也会有希望！不要放弃！	63
笑恕	四字弟弟的演技的确惊艳全场但依然掩盖不了电影略显平庸的本质只能说诛仙式营销极其败坏路人好感更何况原作者是鼎鼎大名的“融梗天后”再如何，电影影响力也不可能超越最近一系列的社会事件希望经此一役，不会把四字毁了，听不到真实的反馈，太可怕了望粉丝理性评价	12
水星是蜉蝣	看完了，删掉之前所有话，深深地被震撼。每个人都可能会被校园霸凌，少年，做事不看后果，别人做什么，自己就得做什么，不然会被排斥，会被欺负。一个好学生一个小混混他们一边如履薄冰，一边寻求希望，陈念找到了她的希望，北京，小北也找到了他的希望，是陈念。他们都小心又重重的守护着希望微小的火苗。他们脚底下都是泥沼，抬头却是满眼阳光。我最最深刻的就是影片的最后，陈念和小北隔着玻璃对视，易烊千玺和周冬雨演的都好绝，他们眼里都充满着爱，真正的爱，闭着嘴也会从眼睛流出来。这是我看过最好的青春片，细腻温柔，真实又有质感。最后，“我们生活在阴沟里，但依然有人仰望星空。”	61
杨岳岳岳岳	真的好棒，两个主角之间的化学反应也很棒	69
12580	总有一个人是少年的你阳光下雨露中总会有人默默守护你	61
反鹅选联盟	勉强还可以...	21
迷恋自己	看完了，呜呜呜，演技在线，既有成长的思考，也有人性的思考，还有朦胧甜蜜的少年感情，好看！！	66
Ok绷	少年很美好，简简单单，一切值得期待。	81
谁也爱吃鳗鱼饭	三刷过了依旧后劲很足，看到了很多之前没看到的细节，导演很有心，演员演技也都在线，恶意黑的我看基本都是连电影都没看的，呵呵	58
胖傻叉	主创制作组们真的都太棒了，千玺冬雨真的演技都在线，希望这个世界可以更温柔更美好一点。	60
明媚少年蒋劲娃	抄袭就该一辈子钉在耻辱柱上	14
开膛手贝塔	是细节的胜利与生活的胜利。矫揉造作的，脱离现实的，柔光滤镜的，姿态暧昧的，全部把你撕破，然后从那面子上伸手进里子，拉出那黑色的，蓝色的，鲜红的还有透明的给你看，你看到里面有多少无奈无助无处躲藏，那就有多少无穷无尽无处不在。少年的你是少年的样子，少年的样子，就是善良而不会表达，但你知道他善良的样子。	22
迷特波鲁	剧情其实一般，但是四字和周冬雨演得实在是太太太好了！弟弟太帅了orz	15
quynhnguyenthu8	Happy	62
第十九个	少你的叙事长于抑和扬，尺度把握得刚好。影片的基调暗淡但是又有暖光相辅，符合主角的无助和希望。曾国祥好会拍这种片，七安的自我本我和超我的阐述就很深入。另外还有很多隐喻镜头也很绝，看出剧组的用心了。很开心看到无病呻吟的影片越来越少，导演也开始越来越“敢拍”，能够直面现实题材。这不是坏事，可以去俯看夹缝面对现实才更有人情味，人情味是得观众心的良药。希望世界上千千万万的小北和陈念，都有人去爱他/她，祝他们找到希望最后私心说一句，易烊千玺赛高👍🏾👍🏾	62
字母君	正义睡着了，未来被消灭了，蝼蚁在监控的罗网下无所遁形，幼稚的反抗在大人的计谋面前化为灰烬，格局堪比《天国与地狱》。结尾的“希望”反而让一切更加绝望，幸好曾国祥还给了他的角色足以直视摄像头的勇气。	21
沙老怪	惊掉下巴。这才是我想拍的电影。	22
无耻不混蛋	硬不硬！硬！毫无疑问，近年来拍的最好的青春片，没有之一。这也是我们能从国产青春片上，第一次感受到令人扼腕的“痛感”。这部才能称得上是真正意义上聚焦青少年成长的现实主义力作，从导演到主演，可以看出所有主创人员在处理这个题材上的无比用心，影片每一处都透着真诚。“你保护世界，我保护你。”年度最佳cp必须颁给周冬雨与易烊千玺，干净又凛冽，不仅默契十足，且化学感爆棚。	26
AbcdeF.g 💮	不是恶意给一星，是真的不值8.7，这分数太尼玛离谱了，起码可以再扣2分[微笑]四字弟弟演技比我想的强些周冬雨那更不用说可这也改变不了剧情拖沓到我坐在电影院开始表演焦虑。。当一部电影所有人都夸赞题材好演技好却没有人说剧情好的时候大概率就是烂片了。。	18
叶太美	主线故事太不清晰了，高考、朦胧的爱情、原生家庭这些东一块儿西一块儿，特别混乱。还是没有摆脱青春片的套路，说是校园霸凌，说白了还是一部狗血偶像剧。但说实在的，比之前郭某那玩意儿好多了。	26
黑狗成	杰克逊易对本片的作用远大于曾国祥，那种似演非演的治愈力，成功弥补了导演思维上的平庸和缺陷。	14
白衬裙少女	晚上看，先给四字弟弟一五星	62
柯里昂	唉。	19
钢铁侠	看过原著小说的我，并不关注着说电影能还原多少，因为小说真的太沉重了，那种仅仅是文字描述带给我的都是连呼吸都能痛起来的感受，那种不能将代入自己的感受……少年的你本该无忧，本该如花绽放，可你确有着那么多的痛苦，考上大学就能脱离现在了，离开这个城市就能重新开始了……多么美好多么坚定的信念，真希望这将是真的。	30
性感小野猫	抄袭的电影只能给个一星☺️	11
鹿菏	在黑暗的电影院默默流了一个多小时的泪，出来的时候眼泪已经酸涩到快睁不开。我以为那个高中时期被霸凌的黑暗记忆已经模糊，那些曾经发生的事也都被我刻意遗忘，可是看到这部电影里那些熟悉的段落时才知道有些伤害永远都不会消失，只是被厚厚的结痂包裹住了，就算脱落伤口痕迹也会永存……	19
sTill-Life	影片在校园欺凌这一社会题材上找到一些感觉，但明显没有打算讲得更深入。私以为90%以上的校园欺凌事件其根源都是原生家庭问题，脱离开施害者角度的讨论都是缺乏说服力的。创作者把更多关注点放在两位少年的成长和情感上，影像表达细腻、动人，情绪一层层堆叠，把人推向一种深层的绝望和挣扎。千玺的表演很让人惊喜，尤其监狱那场对视的戏。周冬雨很稳，她也学会用后背演戏了！整体很不错，就剧本方面稍有欠缺。	21
别急	看哭了，节奏略慢，不过不影响整体感受，演员的表演都很到位，五星鼓励	50
獨孤島主	时间太久不记得《白夜行》具体的展开方式，所以不讨论这个问题。直觉上，个人觉得《少年的你》里小北对陈念的情义非常逼近王度庐《古城新月》中柏俊青对白月梅的感情，那种“我一生都是失败，唯有你是我的成功”的彻骨卑绝，就好像在改换了年龄差的《少年的你》里原样复制了一遍，但导演绝对没功夫读这本小说。电影营造出令观众完全浸入的中国景观，也可能有点让习惯了掐头去尾斩中间国片的观众感到意外。上映首日，几乎所有看过此片的朋友圈，无论正在过着什么样的日子，都把自己代入了资深边缘人的角色，这才教人大开眼界。	14
seabisuit	谁都不想做嗜睡的正义。不提其他的删改，应该也包括把故事用字幕交待是发生在2011年的重庆。相差八岁成熟稚嫩相抵并融合反应的小周小易表演是出乎意料的好，可惜了没有匹配的奖项或提名来表彰，不喜欢《七月与安生》的我在后半段审讯的开始也被折服，有太多可玩味并触及人性家庭教育社会的戏眼与镜头。前半段还不解为何女反派如此用力过猛，原来她叫未来，而且还藏着更大的boss就在身后注视着少年成年的你们，帮着掩埋判决粉饰，岂止是在校园的霸凌。	17
[已注销]	绝大多数人的遭遇过的暴力里并没有爱，虽然爱可以让人感受到温暖，但可惜那些真正在黑暗里哭泣的人看不到拯救他们的光💔我遭受过的暴力与痛苦，是自己熬过来的，我遇不到朋友，更遇不到爱。所以这个片子很矛盾，光暗交织，与盲山、嘉年华等并不相同，我渴望的救赎，不止这样。我不想要一个拯救者，我想要的是能回到阳光普照之下。觉得用情感就可以弥补校园暴力所造成的伤害的，就可以实现救赎的，太浅了。	34
1khz	少年的你牛逼！曾国祥牛逼！周冬雨，易烊千玺牛逼！哭到抽搐，可最后却被治愈了。明白了为什么电影英文名会叫“betterdays”，我们很好，不需要任何人祈祷。最后小北和念念那三分钟对视戏份，可以载入经典了。不管怎么样，这世界还是充满希望的。今年最喜欢的片子之一❤❤	53
乔纳森	由于在视觉、艺术形式上无所贡献，所以该片不能打五星。但它可以得到结结实实的四星。其中对人与人之间的情谊和信任的刻画，非常动人。的确是好片子。两位主演的表演，虽然还不是最高水准的，但朴实感人。	15
唐朝	不知道算不算是近十年来，或者说是我唯一看到的少年控诉/抗议成人世界最直接的一部中国电影。这是强调长辈权威的中国文化里，很难看到的一种情绪表达，并且还在不断遭到扼杀，尤其是当成人的代表是警察时，就更困难了。最后男女主面对警察审问时，为了保护对方和自救，交叉剪辑呈现的两人陈述，精彩绝伦，国产电影里从未感受到的轻蔑成人的情绪涌上心头。虽然这是国外电影或是某类特定国产宣教电影司空见惯的情绪表达，但这是国产电影里第一次来自真正意义上有受害者灵魂的控诉。任何人不会因为看一部电影倍受感动，就更了解被霸凌者的处境。现实没有上帝视角，往往充满误解和偏见。因此，看到、意识到问题存在才更加重要，有了这步，才有探讨、反思的可能，不然只会沉浸在岁月静好幻想中。	18
樱桃肉丸子	啊啊啊啊周冬雨绝了，怼着拍也那么好看，比弟弟大8岁看起来像16，演技当然就不说了。弟弟也很惊喜，有超乎年龄的成熟，跳舞又那么好看，前途无量！剧情让人太压抑了，就是有些拖沓，总的来说超出预期。	18
SebMia	王尔德告诉我们：“我们全掉在阴沟里，可有些人却仰望着星光。”但他却忘了提醒我们：“仰望过星光后，阴沟里会显得更加阴暗。”	15
我来了	愿这个社会可以温柔的对待你，没有伤害，没有悲伤，小北真是勇敢，生活中能多几个小北，大家都能和平相处，该有多好。	42
ncbdwdmz	周冬雨发挥稳定，易烊千玺远超预期。	38
獨孤島主	时间太久不记得《白夜行》具体的展开方式，所以不讨论这个问题。直觉上，个人觉得《少年的你》里小北对陈念的情义非常逼近王度庐《古城新月》中柏俊青对白月梅的感情，那种“我一生都是失败，唯有你是我的成功”的彻骨卑绝，就好像在改换了年龄差的《少年的你》里原样复制了一遍，但导演绝对没功夫读这本小说。电影营造出令观众完全浸入的中国景观，也可能有点让习惯了掐头去尾斩中间国片的观众感到意外。上映首日，几乎所有看过此片的朋友圈，无论正在过着什么样的日子，都把自己代入了资深边缘人的角色，这才教人大开眼界。	14
seabisuit	谁都不想做嗜睡的正义。不提其他的删改，应该也包括把故事用字幕交待是发生在2011年的重庆。相差八岁成熟稚嫩相抵并融合反应的小周小易表演是出乎意料的好，可惜了没有匹配的奖项或提名来表彰，不喜欢《七月与安生》的我在后半段审讯的开始也被折服，有太多可玩味并触及人性家庭教育社会的戏眼与镜头。前半段还不解为何女反派如此用力过猛，原来她叫未来，而且还藏着更大的boss就在身后注视着少年成年的你们，帮着掩埋判决粉饰，岂止是在校园的霸凌。	17
[已注销]	绝大多数人的遭遇过的暴力里并没有爱，虽然爱可以让人感受到温暖，但可惜那些真正在黑暗里哭泣的人看不到拯救他们的光💔我遭受过的暴力与痛苦，是自己熬过来的，我遇不到朋友，更遇不到爱。所以这个片子很矛盾，光暗交织，与盲山、嘉年华等并不相同，我渴望的救赎，不止这样。我不想要一个拯救者，我想要的是能回到阳光普照之下。觉得用情感就可以弥补校园暴力所造成的伤害的，就可以实现救赎的，太浅了。	34
1khz	少年的你牛逼！曾国祥牛逼！周冬雨，易烊千玺牛逼！哭到抽搐，可最后却被治愈了。明白了为什么电影英文名会叫“betterdays”，我们很好，不需要任何人祈祷。最后小北和念念那三分钟对视戏份，可以载入经典了。不管怎么样，这世界还是充满希望的。今年最喜欢的片子之一❤❤	53
乔纳森	由于在视觉、艺术形式上无所贡献，所以该片不能打五星。但它可以得到结结实实的四星。其中对人与人之间的情谊和信任的刻画，非常动人。的确是好片子。两位主演的表演，虽然还不是最高水准的，但朴实感人。	15
唐朝	不知道算不算是近十年来，或者说是我唯一看到的少年控诉/抗议成人世界最直接的一部中国电影。这是强调长辈权威的中国文化里，很难看到的一种情绪表达，并且还在不断遭到扼杀，尤其是当成人的代表是警察时，就更困难了。最后男女主面对警察审问时，为了保护对方和自救，交叉剪辑呈现的两人陈述，精彩绝伦，国产电影里从未感受到的轻蔑成人的情绪涌上心头。虽然这是国外电影或是某类特定国产宣教电影司空见惯的情绪表达，但这是国产电影里第一次来自真正意义上有受害者灵魂的控诉。任何人不会因为看一部电影倍受感动，就更了解被霸凌者的处境。现实没有上帝视角，往往充满误解和偏见。因此，看到、意识到问题存在才更加重要，有了这步，才有探讨、反思的可能，不然只会沉浸在岁月静好幻想中。	18
樱桃肉丸子	啊啊啊啊周冬雨绝了，怼着拍也那么好看，比弟弟大8岁看起来像16，演技当然就不说了。弟弟也很惊喜，有超乎年龄的成熟，跳舞又那么好看，前途无量！剧情让人太压抑了，就是有些拖沓，总的来说超出预期。	18
SebMia	王尔德告诉我们：“我们全掉在阴沟里，可有些人却仰望着星光。”但他却忘了提醒我们：“仰望过星光后，阴沟里会显得更加阴暗。”	15
我来了	愿这个社会可以温柔的对待你，没有伤害，没有悲伤，小北真是勇敢，生活中能多几个小北，大家都能和平相处，该有多好。	42
ncbdwdmz	周冬雨发挥稳定，易烊千玺远超预期。	38
废话那么多干嘛	太激动了，好看，我现在组织不好语言，等我平复一下再来写长评	42
二火山	悲伤逆流成河字面是什么感觉，曾国祥全拍出来了。	20
csh	视听风格以大特写为主体，但景别变化中蕴藏的隐性叙事非常有趣：在获得小北的「守护」之后，暂时呈现了一系列中远景段落，但最终还是要用大特写直面镜头，消解最初同等景别营造的闭塞感。	14
夏树	其实文本是弱的，而且有的台词其实不像是生活中会说出来的话，但是男女主演技太厉害了，张力极强，让不合理的合理了，是一部名副其实的演技驱动型作品。周冬雨靠这个角色拿个金马是没问题的，四字最佳新人也是很有把握的，可惜这届金马不能参加。按这个轨迹成长下去，周冬雨就是下一个周迅。当然，如果没有审查，这部电影会更完美。	15
婴儿	高考结束后变成了另一部电影。一扫之前的平庸和无趣，羽化升仙了。而且是借光影和意象为翅膀，这是真功夫。	0
Stiles	虽然一再推档,但势必成为今年的国产话题之作.开场一个干净利落的闪回将人瞬间拉进黑暗的高三回忆.大量近景特写镜头力求还原真实并无限逼近人物内心世界.无奈人物是故事里的符号,故事是编剧一厢情愿的悲剧.只有摄影是真的——摩托车穿过隧道里的光,审讯室里逆光通亮的脸庞,狱中探视窗上两双重合的面容,这些镜头和人物的表演赋予了这部电影生气,故事本身就随它去吧.	11
睡觉是头等大事	昨天一场坐无缺席，后半场渐渐有细细的抽泣声音，断断续续，久而不断。这电影太让我惊艳，导演对镜头的把控如此细腻，大特写的孤独自我、跟拍、手持的真实感，虚化镜头、构图恰到好处，冷冽而沉郁，四字弟弟和周同学完美地诠释了这个剧本这个年纪该有的刹那芳华，阴郁的格调下，一直在守护那片仅有的温存。剧本触及颇深，找警察、找老师，最后才找家长--都打工维持生存去了，细想也就懂了。社会环境现状如此，校园霸凌这种事，影响人格一生，一辈子都过不去的，人最大的恶不过如此。“阴影下抬头见都有阳光”，“你保护世界，我保护你”，虽然这及其中二的台词以及跟某著名日本小说及其相似的设定，好在结尾回归到了初心。这片子真了不得，如今这种华语片不多了。8.6	15
VeryGZ	双子杀手是抱着极低预期去看结果比预期低了一大截，少年的你则是抱着极高预期去看结果还比预期高上一大截。开场戏调度便技惊四座，此后剪辑、摄影、配乐，样样俱佳，两张面孔完全禁得住浅景深特写，易烊千玺的眼神已印刻在脑海里，久久不忘。为了过审有改动痕迹，时间线整体往前推了几年，首尾套了个“壳”。@慈云寺	15
*ST斐济猫	我终于看到了一部这个时代的国内应该出现的文艺作品，并且表达了如此彻底的对社会普遍管制机制的批判，还有抵抗的决心。它要说的远远不是校园欺凌，这可能就是它被压档期的原因。	17
三丰唐龙	还行吧，吹的有点过了。	5
